No weapon that is formed against thee shall prosper; and every tongue that shall rise against thee in judgment thou shalt condemn. This is the heritage of the servants of the ____, and their righteousness is of me, saith the ____.	LORD
____, in trouble have they visited thee, they poured out a prayer when thy chastening was upon them.	LORD
Ye shall not do so unto the ____ your God.	LORD
Great is the ____, and greatly to be praised; and his greatness is unsearchable.	LORD
And at that time Solomon held a feast, and all Israel with him, a great congregation, from the entering in of Hamath unto the river of Egypt, before the ____ our God, seven days and seven days, even fourteen days.	LORD
Then shall an oath of the ____ be between them both, that he hath not put his hand unto his neighbour's goods; and the owner of it shall accept thereof, and he shall not make it good.	LORD
Withhold not thou thy tender mercies from me, O ____: let thy lovingkindness and thy truth continually preserve me.	LORD
For thou art my lamp, O ____: and the ____ will lighten my darkness.	LORD
But Uriah slept at the door of the king's house with all the servants of his ____, and went not down to his house.	LORD
The ____ hath trodden under foot all my mighty men in the midst of me: he hath called an assembly against me to crush my young men: the ____ hath trodden the virgin, the daughter of Judah, as in a winepress.	LORD
According to the word of the ____ they gave him the city which he asked, even Timnathserah in mount Ephraim: and he built the city, and dwelt therein.	LORD
And the children struggled together within her; and she said, If it be so, why am I thus? And she went to enquire of the ____.	LORD
The word of the ____ that came to Jeremiah concerning the dearth.	LORD
The ____ liveth; and blessed be my rock; and exalted be the God of the rock of my salvation.	LORD
Therefore now thus saith the ____, the God of hosts, the God of Israel; Wherefore commit ye this great evil against your souls, to cut off from you man and woman, child and suckling, out of Judah, to leave you none to remain;	LORD
The ____ looketh from heaven; he beholdeth all the sons of men.	LORD
I pray thee, forgive the trespass of thine handmaid: for the ____ will certainly make my ____ a sure house; because my ____ fighteth the battles of the ____, and evil hath not been found in thee all thy days.	LORD
The ____ is my portion, saith my soul; therefore will I hope in him.	LORD
According to the custom of the priest's office, his lot was to burn incense when he went into the temple of the ____.	LORD
And they spake unto them at Shiloh in the land of Canaan, saying, The ____ commanded by the hand of Moses to give us cities to dwell in, with the suburbs thereof for our cattle.	LORD
And if his father have no brethren, then ye shall give his inheritance unto his kinsman that is next to him of his family, and he shall possess it: and it shall be unto the children of Israel a statute of judgment, as the ____ commanded Moses.	LORD
Though a sinner do evil an hundred times, and his days be prolonged, yet surely I know that it shall be well with them that fear ___, which fear before him:	GOD
But when he had turned about and looked on his disciples, he rebuked Peter, saying, Get thee behind me, Satan: for thou savourest not the things that be of ___, but the things that be of men.	GOD
And David arose, and went with all the people that were with him from Baale of Judah, to bring up from thence the ark of ___, whose name is called by the name of the LORD of hosts that dwelleth between the cherubims.	GOD
What if ___, willing to shew his wrath, and to make his power known, endured with much longsuffering the vessels of wrath fitted to destruction:	GOD
And we have known and believed the love that ___ hath to us. ___ is love; and he that dwelleth in love dwelleth in ___, and ___ in him.	GOD
Herein is love, not that we loved ___, but that he loved us, and sent his Son to be the propitiation for our sins.	GOD
Dost thou know when ___ disposed them, and caused the light of his cloud to shine?	GOD
Thou shalt also be a crown of glory in the hand of the LORD, and a royal diadem in the hand of thy ___.	GOD
Whosoever therefore resisteth the power, resisteth the ordinance of ___: and they that resist shall receive to themselves damnation.	GOD
Jesus said unto him, Let the dead bury their dead: but go thou and preach the kingdom of ___.	GOD
Who serve unto the example and shadow of heavenly things, as Moses was admonished of ___ when he was about to make the tabernacle: for, See, saith he, that thou make all things according to the pattern shewed to thee in the mount.	GOD
Ye shall not respect persons in judgment; but ye shall hear the small as well as the great; ye shall not be afraid of the face of man; for the judgment is ___'s: and the cause that is too hard for you, bring it unto me, and I will hear it.	GOD
And thence sailed to Antioch, from whence they had been recommended to the grace of ___ for the work which they fulfilled.	GOD
For destruction from ___ was a terror to me, and by reason of his highness I could not endure.	GOD
And Pharaoh said unto Joseph, Forasmuch as ___ hath shewed thee all this, there is none so discreet and wise as thou art:	GOD
And because ye are sons, ___ hath sent forth the Spirit of his Son into your hearts, crying, Abba, Father.	GOD
For Christ also hath once suffered for sins, the just for the unjust, that he might bring us to ___, being put to death in the flesh, but quickened by the Spirit:	GOD
And from thence, when the brethren heard of us, they came to meet us as far as Appii forum, and The three taverns: whom when Paul saw, he thanked ___, and took courage.	GOD
Thy way, O ___, is in the sanctuary: who is so great a ___ as our ___?	GOD
Paul, an apostle of Jesus Christ by the will of ___, and Timotheus our brother,	GOD
Therefore thus saith the LORD ___ of Israel, Behold, I am bringing such evil upon Jerusalem and Judah, that whosoever heareth of it, both his ears shall tingle.	GOD
For all that do such things, and all that do unrighteously, are an abomination unto the LORD thy ___.	GOD
So shalt thou find favour and good understanding in the sight of ___ and man.	GOD
For the wisdom of this world is foolishness with ___. For it is written, He taketh the wise in their own craftiness.	GOD
Whether it be good, or whether it be evil, we will obey the voice of the LORD our ___, to whom we send thee; that it may be well with us, when we obey the voice of the LORD our ___.	GOD
The LORD hath brought forth our righteousness: come, and let us declare in Zion the work of the LORD our ___.	GOD
They sacrificed unto devils, not to ___; to gods whom they knew not, to new gods that came newly up, whom your fathers feared not.	GOD
Therefore let all the house of Israel know assuredly, that ___ hath made the same Jesus, whom ye have crucified, both Lord and Christ.	GOD
Thrice in the year shall all your menchildren appear before the LORD ___, the ___ of Israel.	GOD
And the king answered and said unto the man of ___, Intreat now the face of the LORD thy ___, and pray for me, that my hand may be restored me again. And the man of ___ besought the LORD, and the king's hand was restored him again, and became as it was before.	GOD
So shall ye know that I am the LORD your ___ dwelling in Zion, my holy mountain: then shall Jerusalem be holy, and there shall no strangers pass through her any more.	GOD
For this cause also thank we ___ without ceasing, because, when ye received the word of ___ which ye heard of us, ye received it not as the word of men, but as it is in truth, the word of ___, which effectually worketh also in you that believe.	GOD
For what man knoweth the things of a man, save the spirit of man which is in him? even so the things of ___ knoweth no man, but the Spirit of ___.	GOD
Therefore now, LORD ___ of Israel, keep with thy servant David my father that thou promisedst him, saying, There shall not fail thee a man in my sight to sit on the throne of Israel; so that thy children take heed to their way, that they walk before me as thou hast walked before me.	GOD
So they established a decree to make proclamation throughout all Israel, from Beersheba even to Dan, that they should come to keep the passover unto the LORD ___ of Israel at Jerusalem: for they had not done it of a long time in such sort as it was written.	GOD
And when Gideon perceived that he was an angel of the LORD, Gideon said, Alas, O LORD ___! for because I have seen an angel of the LORD face to face.	GOD
For the LORD is a great ___, and a great King above all gods.	GOD
He saw in a vision evidently about the ninth hour of the day an angel of ___ coming in to him, and saying unto him, Cornelius.	GOD
Depart from me, ye evildoers: for I will keep the commandments of my ___.	GOD
And the king commanded all the people, saying, Keep the passover unto the LORD your ___, as it is written in the book of this covenant.	GOD
So they read in the book in the law of ___ distinctly, and gave the sense, and caused them to understand the reading.	GOD
And Gideon said unto ___, If thou wilt save Israel by mine hand, as thou hast said,	GOD
Thus saith the Lord ___; In the day when he went down to the grave I caused a mourning: I covered the deep for him, and I restrained the floods thereof, and the great waters were stayed: and I caused Lebanon to mourn for him, and all the trees of the field fainted for him.	GOD
For I testify unto every man that heareth the words of the prophecy of this book, If any man shall add unto these things, ___ shall add unto him the plagues that are written in this book:	GOD
And the publican, standing afar off, would not lift up so much as his eyes unto heaven, but smote upon his breast, saying, ___ be merciful to me a sinner.	GOD
Wherefore doth the wicked contemn ___? he hath said in his heart, Thou wilt not require it.	GOD
Therefore, ye mountains of Israel, hear the word of the Lord ___; Thus saith the Lord ___ to the mountains, and to the hills, to the rivers, and to the valleys, to the desolate wastes, and to the cities that are forsaken, which became a prey and derision to the residue of the heathen that are round about;	GOD
And set two men, sons of Belial, before him, to bear witness against him, saying, Thou didst blaspheme ___ and the king. And then carry him out, and stone him, that he may die.	GOD
And immediately the angel of the Lord smote him, because he gave not ___ the glory: and he was eaten of worms, and gave up the ghost.	GOD
They clave to their brethren, their nobles, and entered into a curse, and into an oath, to walk in ___'s law, which was given by Moses the servant of ___, and to observe and do all the commandments of the LORD our Lord, and his judgments and his statutes;	GOD
Iron sharpeneth iron; so a ___ sharpeneth the countenance of his friend.	MAN
And the ___ of thine, whom I shall not cut off from mine altar, shall be to consume thine eyes, and to grieve thine heart: and all the increase of thine house shall die in the flower of their age.	MAN
The matter is not so: but a ___ of mount Ephraim, Sheba the son of Bichri by name, hath lifted up his hand against the king, even against David: deliver him only, and I will depart from the city. And the woman said unto Joab, Behold, his head shall be thrown to thee over the wall.	MAN
Wherefore they are no more twain, but one flesh. What therefore God hath joined together, let not ___ put asunder.	MAN
Now therefore, O LORD God of Israel, keep with thy servant David my father that which thou hast promised him, saying, There shall not fail thee a ___ in my sight to sit upon the throne of Israel; yet so that thy children take heed to their way to walk in my law, as thou hast walked before me.	MAN
And, behold, there was a ___ named Joseph, a counsellor; and he was a good ___, and a just:	MAN
And if a ___ sell his daughter to be a maidservant, she shall not go out as the menservants do.	MAN
If a ___ therefore purge himself from these, he shall be a vessel unto honour, sanctified, and meet for the master's use, and prepared unto every good work.	MAN
Not that which goeth into the mouth defileth a ___; but that which cometh out of the mouth, this defileth a ___.	MAN
Thou turnest ___ to destruction; and sayest, Return, ye children of men.	MAN
The slothful ___ saith, There is a lion in the way; a lion is in the streets.	MAN
And they said unto Moses, Thy servants have taken the sum of the men of war which are under our charge, and there lacketh not one ___ of us.	MAN
Neither did we eat any ___'s bread for nought; but wrought with labour and travail night and day, that we might not be chargeable to any of you:	MAN
He was a widow's son of the tribe of Naphtali, and his father was a ___ of Tyre, a worker in brass: and he was filled with wisdom, and understanding, and cunning to work all works in brass. And he came to king Solomon, and wrought all his work.	MAN
And wine that maketh glad the heart of ___, and oil to make his face to shine, and bread which strengtheneth ___'s heart.	MAN
And the people answered him after this manner, saying, So shall it be done to the ___ that killeth him.	MAN
A wrathful ___ stirreth up strife: but he that is slow to anger appeaseth strife.	MAN
Wherefore I give you to understand, that no ___ speaking by the Spirit of God calleth Jesus accursed: and that no ___ can say that Jesus is the Lord, but by the Holy Ghost.	MAN
But wilt thou know, O vain ___, that faith without works is dead?	MAN
So that we may boldly say, The Lord is my helper, and I will not fear what ___ shall do unto me.	MAN
And he took the blind ___ by the hand, and led him out of the town; and when he had spit on his eyes, and put his hands upon him, he asked him if he saw ought.	MAN
And they sat down, and did eat and drink both of them together: for the damsel's father had said unto the ___, Be content, I pray thee, and tarry all night, and let thine heart be merry.	MAN
And Laban said, It is better that I give her to thee, than that I should give her to another ___: abide with me.	MAN
And of Zion it shall be said, This and that ___ was born in her: and the highest himself shall establish her.	MAN
Then she came and told the ___ of God. And he said, Go, sell the oil, and pay thy debt, and live thou and thy children of the rest.	MAN
Then he which had received the one talent came and said, Lord, I knew thee that thou art an hard ___, reaping where thou hast not sown, and gathering where thou hast not strawed:	MAN
A ___'s gift maketh room for him, and bringeth him before great men.	MAN
When thou buildest a new house, then thou shalt make a battlement for thy roof, that thou bring not blood upon thine house, if any ___ fall from thence.	MAN
Because that he had been often bound with fetters and chains, and the chains had been plucked asunder by him, and the fetters broken in pieces: neither could any ___ tame him.	MAN
And there followed him a certain young ___, having a linen cloth cast about his naked body; and the young men laid hold on him:	MAN
And that no ___ might buy or sell, save he that had the mark, or the name of the beast, or the number of his name.	MAN
Now therefore take you twelve men out of the tribes of Israel, out of every tribe a ___.	MAN
And he dwelleth in desolate cities, and in houses which no ___ inhabiteth, which are ready to become heaps.	MAN
And he said unto me, Son of ___, the place of my throne, and the place of the soles of my feet, where I will dwell in the midst of the children of Israel for ever, and my holy name, shall the house of Israel no more defile, neither they, nor their kings, by their whoredom, nor by the carcases of their kings in their high places.	MAN
The LORD hath mingled a perverse spirit in the midst thereof: and they have caused Egypt to err in every work thereof, as a drunken ___ staggereth in his vomit.	MAN
Hast thou eyes of flesh? or seest thou as ___ seeth?	MAN
And all the spoil of these cities, and the cattle, the children of Israel took for a prey unto themselves; but every ___ they smote with the edge of the sword, until they had destroyed them, neither left they any to breathe.	MAN
And they called Rebekah, and said unto her, Wilt thou go with this ___? And she said, I will go.	MAN
But thou, O ___ of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.	MAN
Now concerning the things whereof ye wrote unto me: It is good for a ___ not to touch a woman.	MAN
For I am come to set a ___ at variance against his father, and the daughter against her mother, and the daughter in law against her mother in law.	MAN
But whoso looketh into the perfect law of liberty, and continueth therein, he being not a forgetful hearer, but a doer of the work, this ___ shall be blessed in his deed.	MAN
Knowing that whatsoever good thing any ___ doeth, the same shall he receive of the Lord, whether he be bond or free.	MAN
And they said, The ___ asked us straitly of our state, and of our kindred, saying, Is your father yet alive? have ye another brother? and we told him according to the tenor of these words: could we certainly know that he would say, Bring your brother down?	MAN
And the same ___ had four daughters, virgins, which did prophesy.	MAN
Thus saith the LORD of hosts; There shall yet old men and old women dwell in the streets of Jerusalem, and every ___ with his staff in his hand for very age.	MAN
And every firstling of an ass thou shalt redeem with a lamb; and if thou wilt not redeem it, then thou shalt break his neck: and all the firstborn of ___ among thy children shalt thou redeem.	MAN
Can a ___ be profitable unto God, as he that is wise may be profitable unto himself?	MAN
Now it came to pass in the days when the judges ruled, that there was a famine in the land. And a certain ___ of Bethlehemjudah went to sojourn in the country of Moab, he, and his wife, and his two sons.	MAN
Now go and smite Amalek, and utterly destroy all that they have, and spare them not; but slay both ___ and woman, infant and suckling, ox and sheep, camel and ass.	MAN
And the priests waited on their offices: the Levites also with instruments of musick of the LORD, which David the king had made to praise the LORD, because his mercy endureth for ever, when David praised by their ministry; and the priests sounded trumpets before them, and all ______ stood.	ISRAEL
For thy Maker is thine husband; the LORD of hosts is his name; and thy Redeemer the Holy One of ______; The God of the whole earth shall he be called.	ISRAEL
And there was no passover like to that kept in ______ from the days of Samuel the prophet; neither did all the kings of ______ keep such a passover as Josiah kept, and the priests, and the Levites, and all Judah and ______ that were present, and the inhabitants of Jerusalem.	ISRAEL
And Joshua called for all ______, and for their elders, and for their heads, and for their judges, and for their officers, and said unto them, I am old and stricken in age:	ISRAEL
And Samuel judged ______ all the days of his life.	ISRAEL
And of the children of Issachar, which were men that had understanding of the times, to know what ______ ought to do; the heads of them were two hundred; and all their brethren were at their commandment.	ISRAEL
Will the men of Keilah deliver me up into his hand? will Saul come down, as thy servant hath heard? O LORD God of ______, I beseech thee, tell thy servant. And the LORD said, He will come down.	ISRAEL
And it came to pass at the time of the offering of the evening sacrifice, that Elijah the prophet came near, and said, LORD God of Abraham, Isaac, and of ______, let it be known this day that thou art God in ______, and that I am thy servant, and that I have done all these things at thy word.	ISRAEL
And the LORD said unto Joshua, Be not afraid because of them: for to morrow about this time will I deliver them up all slain before ______: thou shalt hough their horses, and burn their chariots with fire.	ISRAEL
But of the children of ______ did Solomon make no bondmen: but they were men of war, and his servants, and his princes, and his captains, and rulers of his chariots, and his horsemen.	ISRAEL
Only thou shalt not number the tribe of Levi, neither take the sum of them among the children of ______:	ISRAEL
Fear not, thou worm Jacob, and ye men of ______; I will help thee, saith the LORD, and thy redeemer, the Holy One of ______.	ISRAEL
So when David was old and full of days, he made Solomon his son king over ______.	ISRAEL
Now therefore take you twelve men out of the tribes of ______, out of every tribe a man.	ISRAEL
Then he said, I did see all ______ scattered upon the mountains, as sheep that have no shepherd: and the LORD said, These have no master; let them return therefore every man to his house in peace.	ISRAEL
Therefore the LORD heard this, and was wroth: so a fire was kindled against Jacob, and anger also came up against ______;	ISRAEL
There was nothing in the ark save the two tables of stone, which Moses put there at Horeb, when the LORD made a covenant with the children of ______, when they came out of the land of Egypt.	ISRAEL
And the LORD said to Samuel, Hearken unto their voice, and make them a king. And Samuel said unto the men of ______, Go ye every man unto his city.	ISRAEL
Thus did all the children of ______; as the LORD commanded Moses and Aaron, so did they.	ISRAEL
So ______ rebelled against the house of David unto this day.	ISRAEL
And Moses spake before the LORD, saying, Behold, the children of ______ have not hearkened unto me; how then shall Pharaoh hear me, who am of uncircumcised lips?	ISRAEL
And Moses spake unto the children of ______, and every one of their princes gave him a rod apiece, for each prince one, according to their fathers' houses, even twelve rods: and the rod of Aaron was among their rods.	ISRAEL
So Moses brought ______ from the Red sea, and they went out into the wilderness of Shur; and they went three days in the wilderness, and found no water.	ISRAEL
Therefore the LORD will cut off from ______ head and tail, branch and rush, in one day.	ISRAEL
And I will multiply men upon you, all the house of ______, even all of it: and the cities shall be inhabited, and the wastes shall be builded:	ISRAEL
Then said the LORD unto me; This gate shall be shut, it shall not be opened, and no man shall enter in by it; because the LORD, the God of ______, hath entered in by it, therefore it shall be shut.	ISRAEL
So Joshua took all that land, the hills, and all the south country, and all the land of Goshen, and the valley, and the plain, and the mountain of ______, and the valley of the same;	ISRAEL
Thus saith the LORD, the God of ______; Thus shall ye say to the king of Judah, that sent you unto me to enquire of me; Behold, Pharaoh's army, which is come forth to help you, shall return to Egypt into their own land.	ISRAEL
Now these are the kings that reigned in the land of Edom before any king reigned over the children of ______; Bela the son of Beor: and the name of his city was Dinhabah.	ISRAEL
And the children of Reuben, and the children of Gad, and half the tribe of Manasseh, passed over armed before the children of ______, as Moses spake unto them:	ISRAEL
So the LORD sent a pestilence upon ______ from the morning even to the time appointed: and there died of the people from Dan even to Beersheba seventy thousand men.	ISRAEL
And Aaron the priest went up into mount Hor at the commandment of the LORD, and died there, in the fortieth year after the children of ______ were come out of the land of Egypt, in the first day of the fifth month.	ISRAEL
But I say, Did not ______ know? First Moses saith, I will provoke you to jealousy by them that are no people, and by a foolish nation I will anger you.	ISRAEL
For thus saith the LORD of hosts, the God of ______; The daughter of Babylon is like a threshingfloor, it is time to thresh her: yet a little while, and the time of her harvest shall come.	ISRAEL
And they found written in the law which the LORD had commanded by Moses, that the children of ______ should dwell in booths in the feast of the seventh month:	ISRAEL
And Samuel said unto all ______, Behold, I have hearkened unto your voice in all that ye said unto me, and have made a king over you.	ISRAEL
For thus saith the LORD of hosts, the God of ______; Houses and fields and vineyards shall be possessed again in this land.	ISRAEL
And he stood, and blessed all the congregation of ______ with a loud voice, saying,	ISRAEL
Wherefore say unto the house of ______, Thus saith the Lord GOD; Are ye polluted after the manner of your fathers? and commit ye whoredom after their abominations?	ISRAEL
The LORD was as an enemy: he hath swallowed up ______, he hath swallowed up all her palaces: he hath destroyed his strong holds, and hath increased in the daughter of Judah mourning and lamentation.	ISRAEL
And Joshua returned, and all ______ with him, unto the camp to Gilgal.	ISRAEL
And David said unto him, From whence comest thou? And he said unto him, Out of the camp of ______ am I escaped.	ISRAEL
And I, whither shall I cause my shame to go? and as for thee, thou shalt be as one of the fools in ______. Now therefore, I pray thee, speak unto the king; for he will not withhold me from thee.	ISRAEL
And the children of ______ repented them for Benjamin their brother, and said, There is one tribe cut off from ______ this day.	ISRAEL
Now the rest of the acts of Jehoshaphat, first and last, behold, they are written in the book of Jehu the son of Hanani, who is mentioned in the book of the kings of ______.	ISRAEL
Now these are the kings of the land, which the children of ______ smote, and possessed their land on the other side Jordan toward the rising of the sun, from the river Arnon unto mount Hermon, and all the plain on the east:	ISRAEL
But the children of Benjamin gathered themselves together out of the cities unto Gibeah, to go out to battle against the children of ______.	ISRAEL
And Moses went and spake these words unto all ______.	ISRAEL
And Hezekiah sent to all ______ and Judah, and wrote letters also to Ephraim and Manasseh, that they should come to the house of the LORD at Jerusalem, to keep the passover unto the LORD God of ______.	ISRAEL
And there came a messenger to David, saying, The hearts of the men of ______ are after Absalom.	ISRAEL
Therefore thus saith the LORD of hosts, the God of Israel; Behold, I will punish the ____ of Babylon and his land, as I have punished the ____ of Assyria.	KING
And it came to pass, when the ____ heard the words of the woman, that he rent his clothes; and he passed by upon the wall, and the people looked, and, behold, he had sackcloth within upon his flesh.	KING
And the maiden pleased him, and she obtained kindness of him; and he speedily gave her her things for purification, with such things as belonged to her, and seven maidens, which were meet to be given her, out of the ____'s house: and he preferred her and her maids unto the best place of the house of the women.	KING
And they buried Abner in Hebron: and the ____ lifted up his voice, and wept at the grave of Abner; and all the people wept.	KING
And unto Abiathar the priest said the ____, Get thee to Anathoth, unto thine own fields; for thou art worthy of death: but I will not at this time put thee to death, because thou barest the ark of the LORD God before David my father, and because thou hast been afflicted in all wherein my father was afflicted.	KING
And Rehoboam went to Shechem: for to Shechem were all Israel come to make him ____.	KING
And when they forgat the LORD their God, he sold them into the hand of Sisera, captain of the host of Hazor, and into the hand of the Philistines, and into the hand of the ____ of Moab, and they fought against them.	KING
And she said to the ____, It was a true report that I heard in mine own land of thy acts and of thy wisdom.	KING
And in every province, whithersoever the ____'s commandment and his decree came, there was great mourning among the Jews, and fasting, and weeping, and wailing; and many lay in sackcloth and ashes.	KING
In the light of the ____'s countenance is life; and his favour is as a cloud of the latter rain.	KING
At that time Merodachbaladan, the son of Baladan, ____ of Babylon, sent letters and a present to Hezekiah: for he had heard that he had been sick, and was recovered.	KING
In the thirty and eighth year of Azariah ____ of Judah did Zachariah the son of Jeroboam reign over Israel in Samaria six months.	KING
And it was so, when the ____ saw Esther the queen standing in the court, that she obtained favour in his sight: and the ____ held out to Esther the golden sceptre that was in his hand. So Esther drew near, and touched the top of the sceptre.	KING
And ____ David said to Ornan, Nay; but I will verily buy it for the full price: for I will not take that which is thine for the LORD, nor offer burnt offerings without cost.	KING
And when the children of Ammon saw that they stank before David, the children of Ammon sent and hired the Syrians of Bethrehob and the Syrians of Zoba, twenty thousand footmen, and of ____ Maacah a thousand men, and of Ishtob twelve thousand men.	KING
And he that was over the house, and he that was over the city, the elders also, and the bringers up of the children, sent to Jehu, saying, We are thy servants, and will do all that thou shalt bid us; we will not make any ____: do thou that which is good in thine eyes.	KING
And Jesus stood before the governor: and the governor asked him, saying, Art thou the ____ of the Jews? And Jesus said unto him, Thou sayest.	KING
And it came to pass, when the ____ had heard the words of the book of the law, that he rent his clothes.	KING
And the ____ said unto her, What aileth thee? And she answered, This woman said unto me, Give thy son, that we may eat him to day, and we will eat my son to morrow.	KING
These are also proverbs of Solomon, which the men of Hezekiah ____ of Judah copied out.	KING
In those days there was no ____ in Israel, but every man did that which was right in his own eyes.	KING
All these men of war, that could keep rank, came with a perfect heart to Hebron, to make David ____ over all Israel: and all the rest also of Israel were of one heart to make David ____.	KING
And I will give thee into the hand of them that seek thy life, and into the hand of them whose face thou fearest, even into the hand of Nebuchadrezzar ____ of Babylon, and into the hand of the Chaldeans.	KING
So the service was prepared, and the priests stood in their place, and the Levites in their courses, according to the ____'s commandment.	KING
And Gedaliah sware to them, and to their men, and said unto them, Fear not to be the servants of the Chaldees: dwell in the land, and serve the ____ of Babylon; and it shall be well with you.	KING
And Jehoiada made a covenant between the LORD and the ____ and the people, that they should be the LORD's people; between the ____ also and the people.	KING
Wherefore he said unto the messengers of Benhadad, Tell my lord the ____, All that thou didst send for to thy servant at the first I will do: but this thing I may not do. And the messengers departed, and brought him word again.	KING
And the ____ sent and called for Shimei, and said unto him, Did I not make thee to swear by the LORD, and protested unto thee, saying, Know for a certain, on the day thou goest out, and walkest abroad any whither, that thou shalt surely die? and thou saidst unto me, The word that I have heard is good.	KING
Then the ____ commanded Ebedmelech the Ethiopian, saying, Take from hence thirty men with thee, and take up Jeremiah the prophet out of the dungeon, before he die.	KING
And the ____ said unto his servants, Know ye not that there is a prince and a great man fallen this day in Israel?	KING
And he took all the gold and the silver, and all the vessels that were found in the house of God with Obededom, and the treasures of the ____'s house, the hostages also, and returned to Samaria.	KING
For all of my father's house were but dead men before my lord the ____: yet didst thou set thy servant among them that did eat at thine own table. What right therefore have I yet to cry any more unto the ____?	KING
Then Amaziah the priest of Bethel sent to Jeroboam ____ of Israel, saying, Amos hath conspired against thee in the midst of the house of Israel: the land is not able to bear all his words.	KING
Then these men assembled unto the ____, and said unto the ____, Know, O ____, that the law of the Medes and Persians is, That no decree nor statute which the ____ establisheth may be changed.	KING
But the thing displeased Samuel, when they said, Give us a ____ to judge us. And Samuel prayed unto the LORD.	KING
In the year that ____ Ahaz died was this burden.	KING
Then Zedekiah the ____ commanded that they should commit Jeremiah into the court of the prison, and that they should give him daily a piece of bread out of the bakers' street, until all the bread in the city were spent. Thus Jeremiah remained in the court of the prison.	KING
Jehu met with the brethren of Ahaziah ____ of Judah, and said, Who are ye? And they answered, We are the brethren of Ahaziah; and we go down to salute the children of the ____ and the children of the queen.	KING
In the beginning of the reign of Jehoiakim the son of Josiah ____ of Judah came this word from the LORD, saying,	KING
And David perceived that the LORD had confirmed him ____ over Israel, for his kingdom was lifted up on high, because of his people Israel.	KING
So the ____ and Haman came to banquet with Esther the queen.	KING
For before the child shall have knowledge to cry, My father, and my mother, the riches of Damascus and the spoil of Samaria shall be taken away before the ____ of Assyria.	KING
And Hezekiah ____ of Judah sent to the ____ of Assyria to Lachish, saying, I have offended; return from me: that which thou puttest on me will I bear. And the ____ of Assyria appointed unto Hezekiah ____ of Judah three hundred talents of silver and thirty talents of gold.	KING
